timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
10189,-0.024658,-0.010132,1.005615,-0.671387,0.061035,-0.183105
10209,-0.024292,-0.008667,1.005615,-0.671387,0.183105,-0.122070
10229,-0.023437,-0.007324,1.005493,-0.671387,0.122070,-0.122070
10249,-0.022705,-0.009277,1.006592,-0.732422,0.061035,-0.183105
10269,-0.023926,-0.007813,1.004272,-0.671387,0.000000,-0.122070
10289,-0.023926,-0.008179,1.004028,-0.671387,0.061035,-0.122070
10309,-0.023926,-0.009888,1.006714,-0.671387,0.122070,-0.122070
10329,-0.023071,-0.008789,1.005249,-0.610352,0.000000,-0.122070
10349,-0.024292,-0.007202,1.007446,-0.610352,-0.061035,-0.061035
10369,-0.024048,-0.009766,1.004639,-0.671387,0.000000,-0.122070
10389,-0.022949,-0.008423,1.004272,-0.671387,0.122070,-0.183105
10409,-0.024170,-0.007568,1.006958,-0.732422,0.061035,-0.244141
10429,-0.024536,-0.008423,1.005859,-0.671387,0.000000,-0.183105
10449,-0.023071,-0.009399,1.003662,-0.610352,0.000000,-0.183105
10469,-0.024048,-0.008179,1.004639,-0.732422,0.000000,-0.122070
10489,-0.023560,-0.008667,1.005127,-0.671387,0.061035,-0.122070
10509,-0.023193,-0.007080,1.004150,-0.671387,0.061035,-0.122070
10529,-0.024292,-0.008789,1.005737,-0.732422,0.000000,-0.244141
10549,-0.024292,-0.009155,1.005371,-0.671387,0.061035,-0.183105
10569,-0.022705,-0.008301,1.004883,-0.671387,0.061035,-0.183105
10589,-0.024292,-0.008301,1.005737,-0.732422,0.061035,-0.183105
10609,-0.025146,-0.008423,1.005249,-0.671387,0.061035,-0.183105
10629,-0.024780,-0.006714,1.004883,-0.671387,0.000000,-0.122070
10649,-0.024414,-0.008789,1.004639,-0.732422,0.000000,-0.122070
10669,-0.023926,-0.008545,1.005859,-0.671387,0.122070,-0.183105
10689,-0.023926,-0.008057,1.006714,-0.610352,0.061035,-0.183105
10709,-0.024658,-0.008667,1.005005,-0.732422,0.061035,-0.183105
10729,-0.023560,-0.009277,1.005005,-0.732422,0.000000,-0.122070
10749,-0.022949,-0.008911,1.005981,-0.732422,0.000000,-0.183105
10769,-0.023926,-0.008423,1.006592,-0.671387,0.061035,-0.122070
10789,-0.024048,-0.008057,1.006104,-0.671387,0.000000,-0.122070
10809,-0.022949,-0.008057,1.006226,-0.732422,0.061035,-0.183105
10829,-0.024170,-0.008057,1.005737,-0.671387,0.000000,-0.122070
10849,-0.024048,-0.008667,1.005615,-0.671387,-0.061035,-0.122070
10869,-0.024048,-0.009277,1.004028,-0.671387,0.061035,-0.183105
10889,-0.024292,-0.008057,1.005615,-0.732422,0.061035,-0.122070
10909,-0.024414,-0.008789,1.005493,-0.671387,0.061035,-0.183105
10929,-0.023682,-0.008301,1.005493,-0.671387,0.061035,-0.244141
10949,-0.024414,-0.006836,1.006348,-0.610352,0.000000,-0.122070
10969,-0.024292,-0.009277,1.006104,-0.671387,0.061035,-0.122070
10989,-0.023804,-0.007690,1.004639,-0.732422,0.061035,-0.183105
11009,-0.023437,-0.007568,1.005371,-0.732422,0.061035,-0.122070
11029,-0.023804,-0.009399,1.005249,-0.732422,0.000000,-0.122070
11049,-0.023926,-0.008057,1.005005,-0.732422,0.000000,-0.122070
11069,-0.024536,-0.008423,1.005127,-0.671387,0.000000,-0.122070
11089,-0.023437,-0.008545,1.005981,-0.732422,0.061035,-0.122070
11109,-0.024170,-0.008179,1.006226,-0.732422,0.061035,-0.122070
11129,-0.023804,-0.008545,1.004761,-0.671387,0.061035,-0.122070
11149,-0.024780,-0.009521,1.005127,-0.671387,0.061035,-0.183105
11169,-0.022827,-0.007935,1.005371,-0.671387,0.061035,-0.183105
11189,-0.023804,-0.009277,1.004639,-0.671387,0.000000,-0.183105
11209,-0.025635,-0.008057,1.005127,-0.732422,0.000000,-0.183105
11229,-0.023071,-0.006958,1.005005,-0.610352,0.061035,-0.122070
11249,-0.023071,-0.008789,1.006226,-0.671387,0.061035,-0.122070
11269,-0.024048,-0.007446,1.006470,-0.671387,0.000000,-0.122070
11289,-0.024780,-0.007690,1.004395,-0.671387,0.000000,-0.122070
11309,-0.024658,-0.008911,1.005127,-0.610352,0.000000,-0.183105
11329,-0.024414,-0.009033,1.003784,-0.671387,0.122070,-0.183105
11349,-0.022461,-0.007568,1.006592,-0.671387,0.061035,-0.183105
11369,-0.023804,-0.008301,1.005859,-0.610352,0.061035,-0.122070
11389,-0.023071,-0.009277,1.006226,-0.610352,0.000000,-0.122070
11409,-0.022583,-0.006836,1.006592,-0.671387,0.000000,-0.122070
11429,-0.024414,-0.008423,1.006958,-0.671387,0.061035,-0.122070
11449,-0.023682,-0.008301,1.005981,-0.671387,0.000000,-0.122070
11469,-0.022705,-0.007324,1.005493,-0.732422,0.061035,-0.122070
11489,-0.023682,-0.008301,1.005249,-0.671387,0.000000,-0.183105
11509,-0.023560,-0.008911,1.005005,-0.671387,0.000000,-0.183105
11529,-0.023804,-0.008545,1.005981,-0.732422,0.061035,-0.122070
11549,-0.023926,-0.007813,1.007202,-0.793457,0.061035,-0.122070
11569,-0.024292,-0.008789,1.006226,-0.671387,0.061035,-0.122070
11589,-0.022949,-0.007690,1.005615,-0.671387,0.000000,-0.061035
11609,-0.024292,-0.007690,1.005615,-0.732422,0.000000,-0.183105
11629,-0.023193,-0.008667,1.005493,-0.671387,0.000000,-0.183105
11649,-0.023315,-0.006958,1.005127,-0.671387,0.122070,-0.183105
11669,-0.024780,-0.008545,1.004517,-0.671387,0.061035,-0.183105
11689,-0.023804,-0.008179,1.004639,-0.671387,0.061035,-0.122070
11709,-0.024170,-0.007813,1.004395,-0.671387,0.000000,-0.061035
11729,-0.023560,-0.008423,1.006226,-0.732422,0.061035,-0.061035
11749,-0.024414,-0.008545,1.005127,-0.671387,0.061035,-0.122070
11769,-0.022339,-0.007813,1.004639,-0.671387,0.000000,-0.122070
11789,-0.024048,-0.009399,1.006470,-0.732422,0.000000,-0.183105
11809,-0.025146,-0.008057,1.005249,-0.732422,0.000000,-0.122070
11829,-0.024048,-0.007324,1.005981,-0.671387,0.061035,-0.183105
11849,-0.024048,-0.008545,1.004883,-0.671387,0.000000,-0.122070
11869,-0.024170,-0.008911,1.003906,-0.671387,0.122070,-0.122070
11889,-0.021851,-0.006470,1.005859,-0.732422,0.061035,-0.183105
11909,-0.023071,-0.008911,1.005127,-0.671387,0.000000,-0.183105
11929,-0.024780,-0.009399,1.004883,-0.610352,0.000000,-0.183105
11949,-0.023193,-0.008057,1.006348,-0.671387,0.122070,-0.122070
11969,-0.023315,-0.008179,1.006226,-0.671387,0.061035,-0.122070
11989,-0.023682,-0.008789,1.004883,-0.671387,0.000000,-0.122070
12009,-0.022949,-0.008301,1.004639,-0.610352,0.000000,-0.122070
12029,-0.022705,-0.008545,1.004517,-0.671387,0.000000,-0.183105
12049,-0.023926,-0.009033,1.005981,-0.732422,-0.061035,-0.183105
12069,-0.023560,-0.008057,1.005981,-0.671387,0.061035,-0.183105
12089,-0.024536,-0.008057,1.005493,-0.671387,-0.061035,-0.244141
12109,-0.023682,-0.008545,1.006348,-0.671387,0.000000,-0.122070
12129,-0.022339,-0.005615,1.005737,-0.671387,0.061035,0.305176
12149,-0.025024,-0.007690,1.004883,-0.671387,0.000000,0.915527
12169,-0.025269,-0.009033,1.005615,-0.732422,0.122070,-0.183105
12189,-0.023315,-0.008057,1.005249,-0.671387,0.061035,-0.183105
12209,-0.023926,-0.007690,1.005493,-0.671387,0.061035,-0.183105
12229,-0.024414,-0.008179,1.005371,-0.610352,0.061035,-0.183105
12249,-0.023437,-0.008423,1.006226,-0.671387,0.000000,-0.122070
12269,-0.023804,-0.007813,1.006836,-0.732422,0.061035,-0.183105
12289,-0.024292,-0.008911,1.005615,-0.671387,0.061035,-0.122070
12309,-0.024414,-0.008667,1.004517,-0.732422,0.061035,-0.183105
12329,-0.023315,-0.007813,1.005249,-0.671387,0.000000,-0.244141
12349,-0.024292,-0.008911,1.005127,-0.732422,0.000000,-0.183105
12369,-0.023315,-0.008057,1.005493,-0.671387,0.000000,-0.183105
12389,-0.023437,-0.007813,1.004639,-0.732422,0.061035,-0.122070
12409,-0.024414,-0.009277,1.005493,-0.732422,0.000000,-0.122070
12429,-0.023926,-0.009033,1.005737,-0.671387,-0.061035,-0.183105
12449,-0.024902,-0.008057,1.005371,-0.671387,0.000000,-0.183105
12469,-0.023804,-0.008545,1.005005,-0.671387,0.000000,-0.122070
12489,-0.023193,-0.008789,1.004517,-0.732422,0.000000,-0.183105
12509,-0.023560,-0.007690,1.005127,-0.671387,0.000000,-0.183105
12529,-0.025024,-0.009399,1.005371,-0.732422,0.061035,-0.183105
12549,-0.023560,-0.007324,1.007446,-0.732422,0.000000,-0.183105
12569,-0.024170,-0.007813,1.004639,-0.732422,0.000000,-0.183105
12589,-0.025391,-0.009277,1.005005,-0.671387,0.061035,-0.122070
12609,-0.023315,-0.008545,1.005127,-0.732422,0.061035,-0.122070
12629,-0.023804,-0.008545,1.004150,-0.671387,0.000000,-0.122070
12649,-0.024170,-0.007446,1.005249,-0.610352,0.000000,-0.122070
12669,-0.023560,-0.007935,1.005615,-0.610352,0.000000,-0.183105
12689,-0.024292,-0.009033,1.005371,-0.671387,0.061035,-0.122070
12709,-0.025146,-0.007935,1.004517,-0.732422,0.061035,-0.122070
12729,-0.023193,-0.008423,1.006104,-0.671387,0.000000,-0.122070
12749,-0.023682,-0.008789,1.006836,-0.671387,0.061035,-0.183105
